"id_detail_transaksi","id_transaksi","id_makanan","jumlah"
462,518,1,3
463,519,1,1
464,521,1,1
465,525,1,1
466,526,1,1
467,527,1,1
468,528,1,3
469,529,1,3
470,530,1,2
471,531,1,1
472,532,1,3
473,534,1,1
474,535,1,1
475,536,1,3
476,537,1,3
477,538,1,2
478,539,1,3
479,540,1,2
480,541,1,1
481,542,1,3
482,544,1,2
483,545,1,1
484,546,1,2
485,547,1,1
486,548,1,1
487,549,1,1
488,551,1,3
489,552,1,1
490,553,1,1
491,554,1,2
492,555,1,3
493,556,1,3
494,558,1,1
495,559,1,2
496,560,1,1
497,561,1,2
498,562,1,1
499,564,1,1
500,565,1,1
501,566,1,1
502,567,1,3
503,570,1,1
504,571,1,1
505,572,1,1
506,573,1,1
507,574,1,3
508,575,1,3
509,576,1,3
510,578,1,3
511,579,1,2
512,581,1,1
513,583,1,2
514,585,1,2
515,586,1,1
516,587,1,2
517,589,1,3
518,590,1,2
519,591,1,1
520,592,1,1
521,593,1,3
522,596,1,1
523,598,1,2
524,599,1,3
525,600,1,3
526,601,1,1
527,602,1,3
528,603,1,3
529,604,1,3
530,605,1,1
531,607,1,3
532,608,1,1
533,609,1,3
534,610,1,1
535,611,1,1
536,612,1,1
537,613,1,1
538,614,1,3
539,615,1,1
540,616,1,3
541,618,1,3
542,619,1,1
543,620,1,1
544,621,1,1
545,622,1,3
546,623,1,3
547,624,1,3
548,625,1,3
549,626,1,3
550,627,1,3
551,628,1,3
552,629,1,3
553,631,1,1
554,632,1,1
555,633,1,1
556,634,1,1
557,635,1,3
558,636,1,1
559,637,1,1
560,638,1,1
561,639,1,1
562,640,1,1
563,642,1,3
564,643,1,1
565,644,1,2
566,645,1,2
567,646,1,2
568,647,1,2
569,648,1,1
570,649,1,2
571,650,1,3
572,651,1,3
573,652,1,2
574,653,1,1
575,654,1,2
576,655,1,3
577,656,1,2
578,657,1,3
579,658,1,3
580,659,1,3
581,660,1,3
582,661,1,1
583,663,1,3
584,665,1,2
585,666,1,2
586,667,1,3
587,668,1,2
588,669,1,3
589,670,1,3
590,671,1,3
591,672,1,1
592,673,1,1
593,674,1,3
594,675,1,2
595,676,1,3
596,678,1,1
597,679,1,3
598,680,1,3
599,681,1,1
600,682,1,2
601,683,1,3
602,684,1,3
603,685,1,1
604,686,1,3
605,688,1,2
606,689,1,1
607,690,1,1
608,691,1,2
609,692,1,3
610,694,1,3
611,695,1,3
612,696,1,1
613,697,1,3
614,699,1,3
615,700,1,3
616,701,1,1
617,702,1,2
618,703,1,1
619,704,1,1
620,705,1,2
621,706,1,3
622,707,1,1
623,708,1,3
624,709,1,3
625,710,1,3
626,711,1,3
627,713,1,3
628,714,1,1
629,716,1,2
630,717,1,1
631,718,1,1
632,719,1,1
633,720,1,3
634,722,1,3
635,723,1,1
636,724,1,3
637,725,1,1
638,726,1,3
639,727,1,2
640,728,1,3
641,729,1,1
642,731,1,3
643,732,1,3
644,733,1,3
645,734,1,2
646,735,1,2
647,737,1,1
648,739,1,1
649,741,1,3
650,742,1,1
651,743,1,1
652,744,1,1
653,745,1,2
654,746,1,2
655,747,1,3
656,748,1,2
657,749,1,3
658,750,1,3
659,751,1,2
660,753,1,3
661,755,1,3
662,756,1,2
663,757,1,3
664,758,1,1
665,759,1,1
666,760,1,1
667,762,1,1
668,763,1,1
669,764,1,3
670,766,1,1
671,767,1,3
672,768,1,1
673,769,1,2
674,770,1,1
675,772,1,1
676,774,1,2
677,775,1,2
678,776,1,2
679,777,1,3
680,778,1,1
681,779,1,3
682,780,1,3
683,782,1,1
684,783,1,1
685,785,1,3
686,786,1,1
687,787,1,3
688,788,1,1
689,789,1,3
690,790,1,1
691,791,1,1
692,792,1,2
693,793,1,1
694,794,1,2
695,795,1,1
696,796,1,1
697,798,1,2
698,799,1,2
699,800,1,3
700,801,1,2
701,802,1,1
702,804,1,1
703,805,1,2
704,806,1,2
705,807,1,2
706,808,1,3
707,809,1,2
708,810,1,2
709,811,1,3
710,812,1,3
711,813,1,3
712,815,1,1
713,816,1,3
714,818,1,3
715,819,1,1
716,820,1,3
717,821,1,3
718,822,1,3
719,823,1,3
720,824,1,3
721,825,1,3
722,826,1,1
723,827,1,2
724,828,1,1
725,829,1,3
726,830,1,3
727,831,1,3
728,832,1,3
729,833,1,1
730,835,1,3
731,836,1,1
732,837,1,1
733,838,1,1
734,839,1,3
735,840,1,1
736,844,1,3
737,845,1,2
738,846,1,1
739,847,1,1
740,849,1,3
741,850,1,1
742,852,1,3
743,853,1,2
744,854,1,2
745,855,1,1
746,857,1,2
747,858,1,1
748,859,1,2
749,860,1,1
750,861,1,2
751,862,1,3
752,863,1,2
753,865,1,3
754,866,1,1
755,867,1,3
756,868,1,3
757,869,1,1
758,871,1,3
759,872,1,3
760,873,1,3
761,874,1,3
762,876,1,2
763,877,1,1
764,878,1,1
765,879,1,2
766,880,1,3
767,881,1,3
768,882,1,3
769,883,1,1
770,885,1,1
771,886,1,3
772,887,1,2
773,888,1,3
774,889,1,2
775,890,1,3
776,892,1,1
777,893,1,2
778,894,1,1
779,895,1,1
780,896,1,1
781,897,1,1
782,898,1,3
783,899,1,3
784,900,1,3
785,901,1,1
786,902,1,3
787,903,1,3
788,904,1,3
789,908,1,2
790,909,1,1
791,910,1,1
792,911,1,3
793,912,1,3
794,913,1,2
795,915,1,2
796,916,1,1
797,918,1,3
798,919,1,2
799,920,1,1
800,921,1,1
801,922,1,2
802,923,1,3
803,924,1,3
804,925,1,3
805,926,1,3
806,927,1,1
807,929,1,3
808,930,1,2
809,931,1,2
810,932,1,2
811,933,1,1
812,934,1,3
813,935,1,1
814,937,1,3
815,939,1,1
816,940,1,1
817,941,1,2
818,942,1,1
819,943,1,3
820,944,1,2
821,945,1,1
822,946,1,3
823,947,1,2
824,948,1,3
825,950,1,2
826,951,1,1
827,952,1,3
828,953,1,3
829,954,1,3
830,955,1,1
831,956,1,3
832,957,1,3
833,959,1,2
834,960,1,3
835,961,1,1
836,962,1,1
837,963,1,3
838,964,1,3
839,965,1,3
840,966,1,3
841,968,1,1
842,971,1,1
843,972,1,1
844,973,1,3
845,974,1,2
846,976,1,3
847,977,1,3
848,978,1,3
849,979,1,3
850,980,1,3
851,981,1,1
852,982,1,1
853,983,1,1
854,984,1,2
855,985,1,2
856,986,1,1
857,987,1,1
858,988,1,2
859,989,1,3
860,990,1,3
861,991,1,2
862,993,1,3
863,994,1,1
864,995,1,1
865,996,1,1
866,997,1,3
867,998,1,1
868,1000,1,2
869,1001,1,3
870,1002,1,1
871,1003,1,3
872,1004,1,3
873,1005,1,1
874,1007,1,1
875,1008,1,3
876,1009,1,3
877,1010,1,3
878,1011,1,1
879,1012,1,3
880,1013,1,2
881,1015,1,1
882,1016,1,3
883,1017,1,2
884,1018,1,1
885,1019,1,3
886,1020,1,3
887,1021,1,1
888,1022,1,2
889,1025,1,1
890,1027,1,1
891,1029,1,2
892,1030,1,1
893,1032,1,1
894,1033,1,3
895,1034,1,1
896,1035,1,1
897,1036,1,1
898,1037,1,3
899,1039,1,3
900,1040,1,3
901,1041,1,2
902,1043,1,1
903,1044,1,2
904,1045,1,1
905,1046,1,1
906,1047,1,1
907,1048,1,1
908,1049,1,1
909,1051,1,3
910,1052,1,3
911,1053,1,1
912,1054,1,3
913,1055,1,3
914,1056,1,2
915,1057,1,1
916,1059,1,1
917,1060,1,1
918,1061,1,1
919,1062,1,2
920,1064,1,3
921,1065,1,3
922,1067,1,1
923,1068,1,3
924,1069,1,1
925,1070,1,3
926,1071,1,2
927,1072,1,3
928,1073,1,3
929,1075,1,3
930,1077,1,3
931,1079,1,2
932,1080,1,3
933,1081,1,1
934,1083,1,2
935,1085,1,3
936,1086,1,1
937,1087,1,1
938,1088,1,3
939,1089,1,3
940,1091,1,3
941,1092,1,3
942,1093,1,3
943,1094,1,1
944,1095,1,3
945,1096,1,1
946,1097,1,3
947,1098,1,2
948,1099,1,3
949,1100,1,3
950,1101,1,1
951,1102,1,2
952,1103,1,2
953,1104,1,3
954,1105,1,1
955,1106,1,2
956,1107,1,3
957,1108,1,2
958,1109,1,3
959,1110,1,3
960,1111,1,3
961,1112,1,3
962,1113,1,2
963,1114,1,3
964,1115,1,1
965,1116,1,3
966,1118,1,3
967,1119,1,3
968,1120,1,2
969,1121,1,3
970,1122,1,2
971,1123,1,1
972,1124,1,1
973,1125,1,2
974,1126,1,3
975,1127,1,3
976,1128,1,3
977,1129,1,1
978,1130,1,2
979,1131,1,1
980,1132,1,3
981,1133,1,1
982,1134,1,1
983,1135,1,3
984,1136,1,2
985,1137,1,3
986,1138,1,2
987,1139,1,3
988,1140,1,3
989,1142,1,2
990,1143,1,3
991,1144,1,3
992,1146,1,2
993,1147,1,2
994,1148,1,1
995,1149,1,1
996,1150,1,3
997,1152,1,3
998,1153,1,3
999,1155,1,1
1000,1156,1,3
1001,1157,1,1
1002,1158,1,3
1003,1159,1,1
1004,1161,1,2
1005,1162,1,3
1006,1163,1,3
1007,1164,1,1
1008,1165,1,3
1009,1166,1,2
1010,1167,1,1
1011,1168,1,3
1012,1169,1,3
1013,1170,1,3
1014,1171,1,1
1015,1172,1,2
1016,1173,1,1
1017,1174,1,3
1018,1175,1,3
1019,1176,1,1
1020,1177,1,2
1021,1178,1,2
1022,1179,1,3
1023,1181,1,2
1024,1182,1,1
1025,1183,1,1
1026,1185,1,2
1027,1186,1,1
1028,1187,1,1
1029,1188,1,3
1030,1189,1,3
1031,1190,1,3
1032,1191,1,3
1033,1193,1,3
1034,1194,1,3
1035,1195,1,3
1036,1196,1,1
1037,1197,1,3
1038,1198,1,2
1039,1199,1,2
1040,1200,1,1
1041,1202,1,3
1042,1203,1,1
1043,1207,1,3
1044,1208,1,2
1045,1209,1,1
1046,1210,1,3
1047,1212,1,3
1048,1213,1,3
1049,1215,1,3
1050,1216,1,3
1051,1217,1,3
1052,1218,1,3
1053,1219,1,3
1054,1220,1,1
1055,1221,1,1
1056,1222,1,3
1057,1223,1,1
1058,1225,1,2
1059,1226,1,1
1060,1227,1,3
1061,1228,1,3
1062,1230,1,2
1063,1231,1,2
1064,1232,1,1
1065,1233,1,2
1066,1234,1,1
1067,1235,1,3
1068,1236,1,3
1069,1237,1,1
1070,1238,1,2
1071,1239,1,3
1072,1241,1,1
1073,1242,1,1
1074,1245,1,1
1075,1246,1,1
1076,1248,1,3
1077,1249,1,3
1078,1251,1,3
1079,1252,1,3
1080,1253,1,3
1081,1254,1,3
1082,1255,1,2
1083,1256,1,3
1084,1257,1,3
1085,1258,1,3
1086,1259,1,3
1087,1260,1,1
1088,1261,1,2
1089,1262,1,2
1090,1263,1,1
1091,1265,1,3
1092,1266,1,1
1093,1267,1,3
1094,1268,1,2
1095,1269,1,3
1096,1270,1,1
1097,1271,1,3
1098,1274,1,1
1099,1275,1,1
1100,1276,1,1
1101,1277,1,2
1102,1278,1,2
1103,1279,1,3
1104,1280,1,2
1105,1281,1,3
1106,1282,1,3
1107,1283,1,1
1108,1284,1,1
1109,1286,1,1
1110,1287,1,3
1111,1288,1,3
1112,1289,1,2
1113,1291,1,1
1114,1293,1,3
1115,1294,1,1
1116,1295,1,3
1117,1296,1,1
1118,1297,1,1
1119,1298,1,2
1120,1299,1,2
1121,1300,1,1
1122,1301,1,1
1123,1302,1,1
1124,1303,1,3
1125,1304,1,3
1126,1305,1,1
1127,1306,1,1
1128,1307,1,3
1129,1308,1,1
1130,1309,1,3
1131,1310,1,3
1132,1311,1,1
1133,1312,1,1
1134,1313,1,3
1135,1315,1,3
1136,1316,1,3
1137,1317,1,1
1138,1318,1,2
1139,1319,1,3
1140,1320,1,3
1141,1321,1,1
1142,1322,1,3
1143,1323,1,3
1144,1325,1,1
1145,1326,1,1
1146,1327,1,3
1147,1328,1,1
1148,1329,1,1
1149,1330,1,1
1150,1331,1,1
1151,1332,1,1
1152,1334,1,1
1153,1335,1,3
1154,1336,1,3
1155,1337,1,3
1156,1338,1,1
1157,1339,1,1
1158,1340,1,2
1159,1341,1,1
1160,1344,1,2
1161,1346,1,1
1162,1349,1,1
1163,1350,1,3
1164,1351,1,2
1165,1352,1,2
1166,1353,1,1
1167,1354,1,3
1168,1355,1,2
1169,1356,1,1
1170,1357,1,1
1171,1358,1,1
1172,1360,1,1
1173,1361,1,3
1174,1362,1,3
1175,1363,1,3
1176,1364,1,3
1177,1365,1,1
1178,1366,1,3
1179,1367,1,1
1180,1368,1,2
1181,1369,1,3
1182,1370,1,1
1183,1372,1,1
1184,1373,1,1
1185,1374,1,1
1186,1375,1,3
1187,1376,1,1
1188,1377,1,3
1189,1378,1,2
1190,1379,1,3
1191,1380,1,3
1192,1381,1,1
1193,1382,1,1
1194,1383,1,1
1195,1385,1,2
1196,1386,1,1
1197,1387,1,2
1198,1389,1,3
1199,1390,1,3
1200,1391,1,1
1201,1392,1,3
1202,1393,1,1
1203,1394,1,2
1204,1395,1,1
1205,1396,1,3
1206,1397,1,1
1207,1398,1,2
1208,1399,1,1
1209,1402,1,1
1210,1403,1,1
1211,1404,1,3
1212,1406,1,1
1213,1408,1,1
1214,1412,1,1
1215,1413,1,3
1216,1414,1,2
1217,1415,1,2
1218,1416,1,3
1219,1417,1,1
1220,1418,1,3
1221,1419,1,1
1222,1420,1,3
1223,1422,1,1
1224,1424,1,2
1225,1425,1,1
1226,1426,1,3
1227,1427,1,2
1228,1428,1,3
1229,1429,1,1
1230,1430,1,3
1231,1431,1,3
1232,1432,1,2
1233,1433,1,3
1234,1434,1,3
1235,1436,1,3
1236,1437,1,3
1237,1438,1,3
1238,1439,1,3
1239,1440,1,1
1240,1442,1,3
1241,1443,1,2
1242,1444,1,1
1243,1446,1,1
1244,1447,1,3
1245,1448,1,2
1246,1449,1,1
1247,1450,1,1
1248,1451,1,2
1249,1453,1,2
1250,1454,1,1
1251,1455,1,3
1252,1456,1,1
1253,1457,1,1
1254,1458,1,1
1255,1459,1,1
1256,1460,1,1
1257,1461,1,2
1258,1462,1,3
1259,1463,1,1
1260,1464,1,2
1261,1465,1,1
1262,1466,1,1
1263,1467,1,1
1264,1468,1,1
1265,1469,1,1
1266,1471,1,2
1267,1472,1,1
1268,1473,1,1
1269,1474,1,1
1270,1475,1,1
1271,1476,1,3
1272,1477,1,2
1273,1478,1,3
1274,1479,1,1
1275,1480,1,1
1276,1481,1,2
1277,1482,1,2
1278,1483,1,2
1279,1484,1,1
1280,1485,1,3
1281,1486,1,2
1282,1487,1,3
1283,1488,1,3
1284,1490,1,3
1285,1491,1,1
1286,1493,1,2
1287,1494,1,1
1288,1495,1,2
1289,1496,1,3
1290,1497,1,3
1291,1498,1,3
1292,1500,1,3
1293,1501,1,3
1294,1502,1,3
1295,1503,1,3
1296,1504,1,1
1297,1505,1,3
1298,1506,1,1
1299,1508,1,3
1300,1509,1,3
1301,1510,1,2
1302,1511,1,2
1303,1512,1,1
1304,1513,1,1
1305,1514,1,3
1306,1516,1,3
1307,1517,1,1
1308,1518,1,3
1309,1520,1,3
1310,1521,1,3
1311,1522,1,3
1312,1523,1,3
1313,1524,1,3
1314,1525,1,3
1315,1527,1,1
1316,1528,1,3
1317,1529,1,1
1318,1530,1,2
1319,1531,1,1
1320,1532,1,3
1321,1533,1,1
1322,1534,1,3
1323,1535,1,1
1324,1536,1,3
1325,1537,1,3
1326,1538,1,2
1327,1540,1,3
1328,1542,1,1
1329,1543,1,2
1330,1544,1,3
1331,1545,1,3
1332,1546,1,3
1333,1547,1,1
1334,1548,1,3
1335,1549,1,3
1336,1550,1,1
1337,1551,1,1
1338,1552,1,3
1339,1553,1,3
1340,1554,1,3
1341,1556,1,3
1342,1557,1,2
1343,1558,1,1
1344,1559,1,1
1345,1560,1,2
1346,1561,1,3
1347,1562,1,2
1348,1563,1,3
1349,1564,1,1
1350,1565,1,1
1351,1566,1,3
1352,1567,1,1
1353,1568,1,3
1354,1569,1,3
1355,1570,1,3
1356,1571,1,3
1357,1572,1,2
1358,1574,1,1
1359,1575,1,2
1360,1576,1,1
1361,1578,1,2
1362,1579,1,2
1363,1580,1,2
1364,1581,1,3
1365,1582,1,3
1366,1583,1,3
1367,1584,1,3
1368,1585,1,2
1369,1586,1,2
1370,1587,1,3
1371,1588,1,3
1372,1589,1,3
1373,1590,1,3
1374,1592,1,2
1375,1593,1,1
1376,1594,1,1
1377,1596,1,3
1378,1598,1,1
1379,1599,1,2
1380,1600,1,1
1381,1602,1,3
1382,1603,1,2
1383,1604,1,3
1384,1605,1,3
1385,1606,1,2
1386,1608,1,1
1387,1609,1,1
1388,1610,1,3
1389,1611,1,1
1390,1612,1,3
1391,1613,1,3
1392,1614,1,3
1393,1615,1,1
1394,1616,1,2
1395,1617,1,1
1396,1618,1,1
1397,1619,1,2
1398,1620,1,3
1399,1621,1,1
1400,1622,1,1
1401,1628,1,3
1402,1629,1,3
1403,1630,1,3
1404,1631,1,3
1405,1632,1,2
1406,1633,1,1
1407,1634,1,2
1408,1635,1,3
1409,1636,1,3
1410,1639,1,1
1411,1641,1,1
1412,1642,1,1
1413,1643,1,3
1414,1644,1,1
1415,1645,1,1
1416,1646,1,2
1417,1647,1,3
1418,1648,1,3
1419,1649,1,2
1420,1650,1,2
1421,1652,1,3
1422,1653,1,1
1423,1654,1,3
1424,1655,1,3
1425,1656,1,1
1426,1657,1,3
1427,1658,1,3
1428,1659,1,3
1429,1660,1,1
1430,1661,1,1
1431,1662,1,1
1432,1663,1,3
1433,1664,1,3
1434,1666,1,3
1435,1667,1,3
1436,1668,1,1
1437,1669,1,3
1438,1670,1,1
1439,1671,1,1
1440,1672,1,1
1441,1674,1,3
1442,1675,1,3
1443,1676,1,3
1444,1677,1,1
1445,1678,1,1
1446,1679,1,3
1447,1680,1,1
1448,1681,1,3
1449,1682,1,2
1450,1684,1,3
1451,1685,1,3
1452,1686,1,1
1453,1687,1,1
1454,1688,1,3
1455,1689,1,3
1456,1690,1,3
1457,1691,1,1
1458,1692,1,1
1459,1693,1,3
1460,1694,1,1
1461,1695,1,1
1462,1696,1,1
1463,1697,1,1
1464,1698,1,1
1465,1699,1,3
1466,1700,1,1
1467,1701,1,1
1468,1702,1,1
1469,1703,1,1
1470,1704,1,2
1471,1705,1,3
1472,1706,1,1
1473,1707,1,3
1474,1708,1,3
1475,1709,1,3
1476,1710,1,2
1477,1711,1,1
1478,1713,1,1
1479,1714,1,1
1480,1715,1,1
1481,1716,1,3
1482,1717,1,1
1483,1718,1,1
1484,1719,1,1
1485,1720,1,1
1486,1721,1,1
1487,1722,1,1
1488,1723,1,1
1489,1724,1,3
1490,1726,1,3
1491,1728,1,2
1492,1729,1,1
1493,1730,1,2
1494,1731,1,1
1495,1732,1,3
1496,1733,1,3
1497,1736,1,1
1498,1737,1,3
1499,1738,1,3
1500,1739,1,3
1501,1740,1,1
1502,1741,1,1
1503,1742,1,1
1504,1743,1,2
1505,1744,1,3
1506,1745,1,1
1507,1746,1,1
1508,1748,1,1
1509,1749,1,3
1510,1750,1,3
1511,1751,1,1
1512,1752,1,1
1513,1753,1,3
1514,1754,1,1
1515,1755,1,2
1516,1756,1,3
1517,1757,1,3
1518,1758,1,3
1519,1759,1,1
1520,1760,1,1
1521,1761,1,3
1522,1762,1,2
1523,1763,1,3
1524,1764,1,1
1525,1765,1,3
1526,1766,1,1
1527,1767,1,1
1528,1768,1,2
1529,1769,1,1
1530,1770,1,3
1531,1771,1,3
1532,1772,1,3
1533,1775,1,2
1534,1778,1,1
1535,1779,1,1
1536,1780,1,1
1537,1781,1,3
1538,1782,1,3
1539,1783,1,3
1540,1784,1,1
1541,1785,1,2
1542,1786,1,1
1543,1787,1,3
1544,1788,1,3
1545,1789,1,3
1546,1790,1,1
1547,1791,1,2
1548,1792,1,3
1549,1793,1,1
1550,1794,1,3
1551,1795,1,1
1552,1796,1,3
1553,1797,1,3
1554,1798,1,1
1555,1799,1,1
1556,1801,1,2
1557,1802,1,1
1558,1803,1,1
1559,1804,1,2
1560,1805,1,1
1561,1806,1,1
1562,1807,1,1
1563,1808,1,2
1564,1809,1,2
1565,1810,1,3
1566,1811,1,2
1567,1812,1,1
1568,1813,1,2
1569,1814,1,3
1570,1815,1,1
1571,1816,1,1
1572,1818,1,1
1573,1819,1,1
1574,1820,1,3
1575,1821,1,1
1576,1822,1,1
1577,1824,1,3
1578,1825,1,2
1579,1826,1,2
1580,1827,1,3
